ServiceID,ResponseTime(ms),Availability(%),ReliabilityScore,Usability(%),Credibility(%),Certification,CostSatisfaction(%),Prestige(1-5),Security(%),TrustIndex
S2,811,97.48,0.816,60.53,95.3,1,89.26,2,74.6,0.3704
S2,122,99.47,0.864,62.2,73.04,1,85.07,3,70.45,0.7544
S2,914,98.76,0.887,77.52,90.06,0,73.69,1,80.86,0.2567
S2,445,98.84,0.901,83.73,76.84,0,82.86,5,95.42,0.6195
S2,401,99.46,0.97,95.46,71.4,0,87.9,5,80.07,0.6684
S2,462,98.03,0.804,99.28,77.78,0,84.89,5,96.89,0.5248
S2,495,97.58,0.886,99.22,82.1,1,66.11,1,90.51,0.5777
S2,317,97.6,0.882,82.32,74.32,1,69.75,2,86.95,0.561
S2,240,99.2,0.989,61.43,72.99,1,97.58,1,81.31,0.8462
S2,715,98.84,0.848,68.54,99.81,1,65.49,1,96.43,0.4847
S2,309,97.62,0.824,77.37,72.38,0,90.62,4,70.58,0.5968
S2,722,97.44,0.828,95.19,75.72,1,59.29,4,89.92,0.3704
S2,715,97.36,0.904,60.86,77.58,1,69.6,5,87.49,0.4268
S2,927,98.88,0.878,80.37,79.51,1,66.91,4,78.74,0.2624
S2,782,97.0,0.951,86.14,73.94,1,80.78,2,72.01,0.4423
S2,559,97.05,0.865,71.53,95.19,1,96.42,2,77.58,0.5989
S2,455,98.17,0.826,72.63,97.74,1,86.14,4,72.24,0.5971
S2,423,99.07,0.877,75.54,86.47,1,57.49,3,97.96,0.5941
S2,232,99.09,0.977,70.98,87.01,1,86.13,5,70.28,0.8048
S2,987,98.29,0.881,77.49,99.81,1,50.95,5,82.62,0.2321
S2,904,99.07,0.967,66.32,96.51,1,83.18,5,91.98,0.4632
S2,939,98.56,0.874,67.97,82.22,0,93.92,5,79.3,0.3285
S2,226,99.93,0.856,61.49,92.77,1,68.25,2,78.24,0.7283
S2,205,97.49,0.955,76.45,77.96,1,85.88,2,99.62,0.8155
S2,703,98.8,0.842,88.29,71.56,1,81.61,5,72.06,0.4515
S2,898,98.47,0.846,80.25,70.66,1,54.62,3,88.8,0.2828
S2,477,97.58,0.81,81.23,86.17,1,65.5,1,88.11,0.6009
S2,150,99.25,0.838,78.0,84.99,1,84.09,5,76.9,0.7764
S2,128,97.83,0.876,83.39,74.52,0,51.44,2,94.31,0.6279
S2,561,98.15,0.88,69.19,95.59,1,77.44,2,83.41,0.547
S2,395,98.12,0.884,68.3,87.49,0,77.27,1,89.26,0.4887
S2,396,97.73,0.896,97.68,81.45,0,89.07,1,76.07,0.5853
S2,825,98.29,0.914,78.02,85.18,0,98.85,3,70.75,0.4261
S2,878,98.42,0.838,93.09,72.92,1,52.47,2,74.36,0.2629
S2,506,99.23,0.923,96.67,97.0,1,54.61,1,76.67,0.5256
S2,868,99.3,0.867,84.6,78.72,1,65.38,2,92.03,0.3011
S2,913,97.48,0.947,71.95,75.24,1,78.73,3,85.44,0.3017
S2,712,98.78,0.911,87.19,82.78,1,50.96,2,81.55,0.3153
S2,504,99.69,0.911,77.24,78.44,1,64.56,4,92.67,0.5768
S2,445,97.33,0.937,98.92,79.23,0,56.0,1,72.1,0.4062
S2,721,98.42,0.867,92.45,94.73,0,81.36,1,73.93,0.4051
S2,519,99.25,0.886,92.6,86.41,1,85.66,3,96.08,0.6575
S2,281,98.83,0.917,83.55,97.95,1,51.1,3,80.87,0.7198
S2,924,97.3,0.884,60.34,98.51,1,96.77,3,78.07,0.4372
S2,100,98.19,0.889,93.27,99.75,1,86.84,1,79.83,0.8504
S2,930,98.52,0.854,61.01,73.95,0,66.48,1,74.57,0.1592
S2,666,99.99,0.857,64.89,96.91,0,86.11,4,82.25,0.4381
S2,470,97.54,0.94,93.55,78.84,1,72.78,1,95.21,0.582
S2,760,99.95,0.801,68.75,88.88,0,83.91,2,89.63,0.33
S2,530,98.13,0.819,93.65,96.33,1,71.1,1,88.61,0.5275
S2,408,97.6,0.99,69.45,72.79,1,72.1,1,71.47,0.6182
S2,236,98.24,0.837,90.83,74.56,1,59.44,3,97.15,0.7176
S2,301,98.84,0.884,81.69,92.0,1,93.36,1,96.51,0.8452
S2,535,97.64,0.97,86.84,80.4,1,95.65,4,95.94,0.6873
S2,412,97.87,0.8,93.52,89.65,0,69.95,2,84.64,0.5531
S2,216,99.56,0.985,99.36,73.42,1,69.35,4,77.03,0.7958
S2,765,100.0,0.811,63.43,99.17,1,57.91,5,81.86,0.3404
S2,902,97.95,0.834,87.42,85.04,0,66.21,2,81.54,0.1687
S2,674,97.45,0.806,98.35,96.12,1,90.1,5,92.18,0.5257
S2,343,99.38,0.904,74.95,90.25,0,70.82,1,90.39,0.641
S2,636,98.8,0.989,73.35,98.55,1,89.3,3,95.31,0.5893
S2,701,97.3,0.968,87.2,87.12,1,92.72,4,83.05,0.5434
S2,174,99.84,0.928,76.08,79.19,1,67.15,2,97.45,0.7484
S2,905,97.23,0.837,68.58,88.41,1,99.42,2,92.38,0.4128
S2,485,98.88,0.974,66.46,99.91,1,79.73,3,94.75,0.6722
S2,309,98.27,0.951,67.71,94.46,1,66.8,4,77.16,0.6956
S2,574,98.67,0.853,88.17,83.65,1,55.76,3,98.78,0.5023
S2,517,97.64,0.961,96.75,94.5,1,65.99,5,92.86,0.6236
S2,446,99.06,0.975,92.24,91.08,1,57.43,1,79.11,0.542
S2,628,99.88,0.94,77.93,98.16,1,88.32,5,81.41,0.739
S2,739,98.38,0.82,81.14,80.94,1,63.09,3,88.18,0.3723
S2,975,98.57,0.997,84.81,71.21,1,67.25,2,73.02,0.2983
S2,862,97.72,0.815,83.2,72.59,1,65.94,4,93.54,0.3165
S2,278,99.68,0.931,98.74,93.02,1,80.13,2,83.86,0.7105
S2,281,99.91,0.822,95.47,90.74,0,67.7,3,92.83,0.6432
S2,763,99.36,0.981,61.74,92.0,1,57.19,3,79.16,0.3307
S2,124,98.63,0.87,93.43,90.03,1,81.29,2,96.02,0.8609
S2,279,99.87,0.902,64.56,83.71,0,75.38,2,89.51,0.5592
S2,809,97.46,0.836,87.61,72.04,1,87.92,2,83.35,0.3394
S2,600,98.44,0.909,71.43,95.07,1,62.78,4,82.67,0.4932
S2,955,98.61,0.988,90.94,75.42,0,93.08,1,74.78,0.3091
S2,260,98.48,0.98,60.34,99.7,1,69.09,1,73.65,0.692
S2,276,99.41,0.813,75.29,76.16,0,81.16,3,70.2,0.5289
S2,384,99.01,0.876,60.86,72.51,1,99.56,4,84.64,0.6534
S2,162,97.38,0.853,98.14,81.27,0,84.49,2,98.76,0.7269
S2,761,98.04,0.896,60.61,79.76,1,75.85,1,71.56,0.3546
S2,765,98.02,0.967,66.21,99.3,1,63.47,4,99.86,0.4551
S2,255,98.7,0.948,81.57,81.84,0,69.94,2,98.56,0.699
S2,981,97.87,0.869,85.85,71.4,1,54.36,4,99.07,0.2563
S2,568,97.35,0.877,89.16,99.61,0,62.59,4,83.58,0.4578
S2,148,98.96,0.931,69.88,93.59,1,67.0,5,84.2,0.8537
S2,948,99.55,0.839,72.04,99.94,1,92.02,4,91.9,0.4424
S2,183,99.79,0.821,69.6,79.53,1,54.63,5,81.83,0.5835
S2,460,99.92,0.849,69.76,73.53,1,70.5,3,71.22,0.4505
S2,788,99.34,0.825,91.27,81.93,1,75.59,4,84.81,0.4341
S2,247,97.42,0.87,97.92,74.2,0,97.88,1,89.3,0.6622
S2,729,99.56,0.988,83.83,74.41,0,68.75,4,85.33,0.4419
S2,441,98.2,0.824,66.3,97.08,0,99.01,1,80.84,0.6125
S2,575,99.19,0.964,62.62,99.82,0,74.9,2,98.34,0.5388
S2,162,98.59,0.907,69.57,99.83,0,85.55,1,99.03,0.8232
S2,800,99.49,0.927,67.11,83.15,1,54.61,3,75.84,0.3305
S2,459,98.28,0.834,83.14,77.18,1,84.41,4,98.17,0.6011
S2,660,97.19,0.83,87.92,75.16,1,54.87,5,72.07,0.3784
S2,426,98.67,0.833,60.18,81.46,0,76.71,4,98.55,0.5555
S2,868,97.51,0.933,77.58,87.97,1,66.76,5,97.27,0.4012
S2,835,99.9,0.95,84.92,92.31,1,66.11,5,95.83,0.4166
S2,240,98.58,0.984,67.72,85.49,1,54.19,4,85.32,0.6383
S2,314,98.66,0.88,96.04,95.28,0,84.52,1,81.87,0.6959
S2,534,99.72,0.892,81.96,97.59,0,77.68,2,76.78,0.5257
S2,990,98.87,0.894,73.82,96.57,1,69.64,1,70.82,0.1868
S2,822,97.91,0.854,60.75,81.08,1,98.83,1,89.11,0.4374
S2,417,97.89,0.866,79.37,98.52,0,51.52,3,73.37,0.5153
S2,131,98.5,0.969,73.44,97.69,0,82.34,2,96.13,0.7467
S2,769,99.6,0.869,98.78,82.35,0,73.73,1,93.92,0.3691
S2,384,99.38,0.974,75.15,82.64,1,92.71,2,89.84,0.6912
S2,404,99.89,0.861,96.84,72.34,1,88.89,5,89.66,0.7194
S2,528,97.22,0.868,87.44,98.11,1,57.83,4,93.82,0.5386
S2,576,97.8,0.912,62.96,72.65,1,68.54,4,79.68,0.347
S2,385,97.24,0.821,97.31,84.73,0,85.31,4,77.56,0.598
S2,243,99.25,0.984,66.74,91.64,1,70.67,2,79.05,0.6675
S2,523,97.42,0.964,77.92,96.39,1,84.28,1,96.47,0.5963
S2,118,97.3,0.934,96.92,87.13,1,93.31,2,73.39,0.9264
S2,117,98.69,0.998,93.14,90.48,1,86.16,4,89.87,0.8783
S2,868,98.23,0.803,79.5,91.3,1,77.03,1,98.86,0.4269
S2,689,99.15,0.882,68.28,70.48,1,89.67,3,96.0,0.53
S2,470,98.46,0.972,80.37,98.27,1,93.86,4,77.04,0.6459
S2,274,98.28,0.887,81.91,80.8,1,70.17,1,90.67,0.6775
S2,293,98.28,0.801,99.88,75.33,1,92.83,1,84.01,0.85
S2,601,99.62,0.832,92.96,84.2,0,90.19,5,87.02,0.4411
S2,212,98.19,0.887,94.45,92.0,1,70.53,3,89.44,0.8411
S2,213,98.0,0.934,99.45,94.82,1,52.9,3,90.6,0.7261
S2,321,98.02,0.833,80.93,91.59,1,95.04,5,78.14,0.6771
S2,777,97.59,0.89,83.41,82.0,1,61.63,1,92.51,0.3635
S2,930,99.58,0.803,78.18,90.45,1,93.83,3,97.1,0.4487
S2,743,97.44,0.896,65.02,82.96,1,85.23,3,80.22,0.4969
S2,996,99.73,0.979,81.01,99.61,0,99.5,2,80.97,0.3162
S2,363,97.85,0.919,83.3,99.89,0,60.38,1,72.36,0.5577
S2,154,99.7,0.888,69.49,77.49,1,64.45,5,92.29,0.7759
S2,970,99.37,0.832,91.31,84.5,1,54.63,4,80.21,0.2218
S2,742,98.75,0.84,64.98,87.3,0,99.45,5,87.48,0.4232
S2,899,99.01,0.815,80.08,89.09,1,80.98,2,81.45,0.3329
S2,877,97.98,0.948,86.51,83.02,0,63.45,2,85.83,0.2492
S2,557,98.72,0.815,62.2,85.73,1,74.19,4,93.27,0.5386
S2,977,97.88,0.877,92.16,86.63,1,98.56,1,75.95,0.3896
S2,261,98.21,0.95,72.17,81.64,0,67.37,3,70.51,0.5737
S2,479,99.29,0.943,88.71,79.61,1,90.42,5,87.88,0.7262
S2,186,97.73,0.916,64.33,89.04,1,56.52,5,81.11,0.6561
S2,154,99.52,0.914,84.81,83.26,1,86.35,4,87.34,0.8913
S2,575,98.13,0.818,82.29,99.16,1,69.1,1,96.64,0.4568
S2,899,98.6,0.835,66.0,81.27,1,59.69,1,79.13,0.263
S2,277,99.83,0.907,84.99,75.88,1,94.04,3,99.11,0.82
S2,490,99.04,0.87,87.65,82.8,0,77.49,5,85.57,0.51
S2,448,98.94,0.804,79.94,89.71,1,68.77,5,91.96,0.5649
S2,107,99.13,0.96,83.14,83.25,1,70.21,4,95.38,0.797
S2,932,99.75,0.931,95.5,78.57,1,53.65,5,79.83,0.3111
S2,412,97.75,0.865,87.91,84.86,0,74.64,1,70.45,0.554
S2,858,98.84,0.82,96.24,83.41,1,86.27,1,78.61,0.4186
S2,934,98.2,0.918,82.09,98.32,1,91.15,3,82.3,0.4524
S2,542,97.04,0.87,66.99,70.57,1,91.58,4,94.32,0.5949
S2,866,97.38,0.851,69.85,81.85,1,92.19,5,84.37,0.4142
S2,427,97.97,0.944,67.06,80.23,1,92.4,3,82.86,0.6752
S2,153,98.69,0.866,73.41,76.7,0,73.45,1,94.53,0.6093
S2,860,99.64,0.827,79.1,86.39,0,71.65,1,94.77,0.2725
S2,338,99.37,0.896,70.24,88.42,0,55.55,3,94.21,0.5416
S2,328,98.66,0.966,79.03,70.31,1,64.58,2,90.16,0.6555
S2,678,97.22,0.97,74.57,90.28,1,61.27,2,70.89,0.4606
S2,150,97.86,0.97,82.21,81.48,1,80.52,4,80.6,0.7155
S2,708,98.1,0.884,77.14,97.69,0,66.19,1,86.43,0.3219
S2,703,98.87,0.958,77.36,92.31,1,76.64,3,78.85,0.5371
S2,363,97.19,0.97,79.62,85.41,1,68.89,2,82.65,0.7229
S2,517,98.59,0.892,99.52,98.55,0,94.51,4,73.24,0.5665
S2,902,99.7,0.864,82.26,90.62,1,71.24,1,70.88,0.3289
S2,195,99.12,0.94,88.93,94.24,1,91.9,3,86.94,0.8618
S2,187,99.39,0.981,76.67,98.69,1,52.06,4,91.81,0.7732
S2,177,99.05,0.994,73.03,96.71,1,51.64,5,86.17,0.7375
S2,387,97.62,0.858,96.66,72.12,1,86.53,5,80.41,0.7727
S2,219,97.33,0.991,89.69,76.31,1,85.48,4,98.53,0.8852
S2,913,99.49,0.9,83.3,88.89,1,51.17,2,76.64,0.2991
S2,590,99.09,0.861,73.46,74.83,0,74.39,4,85.56,0.4028
S2,551,98.73,0.998,70.31,83.94,1,52.47,2,77.89,0.4744
S2,599,97.57,0.976,70.08,84.41,0,58.33,2,98.4,0.4248
S2,264,98.81,0.938,80.15,83.89,1,98.14,3,70.41,0.8135
S2,281,97.09,0.979,94.99,94.68,0,67.01,1,96.39,0.7232
S2,568,97.36,0.936,95.24,84.68,1,73.47,3,86.73,0.5881
S2,834,97.94,0.888,89.8,96.06,0,84.13,1,98.05,0.3696
S2,922,98.33,0.99,81.7,93.21,1,96.02,1,93.39,0.4664
S2,106,97.36,0.993,69.4,89.27,1,57.44,3,89.96,0.7156
S2,429,97.36,0.863,79.15,87.34,1,61.34,1,92.51,0.5486
S2,874,99.18,0.871,87.79,76.97,1,77.98,2,94.89,0.389
S2,772,98.71,0.877,83.8,93.04,1,83.05,5,79.0,0.431
S2,250,98.6,0.964,80.56,94.13,0,71.76,2,91.43,0.6401
S2,184,98.36,0.958,77.13,84.68,0,82.66,4,73.94,0.7211
S2,246,99.93,0.997,90.1,76.61,1,50.57,1,94.35,0.7137
S2,723,97.15,0.893,93.69,92.8,1,59.88,3,98.35,0.4885
S2,480,97.54,0.947,88.92,94.0,1,91.85,5,88.35,0.7018
S2,647,98.94,0.971,97.52,87.01,1,87.8,3,96.19,0.5684
S2,384,97.41,0.844,91.19,90.91,0,81.79,1,99.76,0.6266
S2,799,98.77,0.924,78.02,93.21,1,77.44,5,74.84,0.4606
S2,181,98.7,0.91,84.67,78.75,1,60.01,1,77.79,0.6781
S2,613,99.91,0.949,80.17,78.48,0,63.59,1,84.57,0.4469
S2,996,99.65,0.939,81.85,91.24,1,98.21,1,94.6,0.4736
S2,914,99.84,0.963,95.83,85.37,1,50.09,4,94.64,0.3307
S2,808,97.34,0.862,72.03,85.37,1,72.06,5,93.78,0.4154
S2,622,99.6,0.843,60.52,98.76,0,50.51,4,98.01,0.3773
S2,845,97.39,0.961,87.83,93.98,1,67.12,2,97.17,0.4745
S2,485,98.9,0.872,67.24,77.68,0,66.25,4,83.9,0.4357
S2,806,99.16,0.858,66.17,82.19,1,55.79,2,95.74,0.2469
S2,570,97.48,0.867,99.7,94.9,1,53.47,5,79.89,0.4625
S2,218,98.9,0.813,70.67,72.2,1,92.61,3,94.81,0.758
S2,495,97.16,0.955,68.15,79.63,1,66.21,5,97.99,0.6652
S2,631,97.88,0.943,67.64,80.19,1,77.98,2,85.43,0.6219
S2,360,99.76,0.911,76.49,81.71,0,87.85,5,72.18,0.6014
S2,904,97.52,0.943,76.38,77.77,0,76.94,5,84.49,0.3734
S2,355,97.2,0.875,85.3,89.26,0,71.87,4,77.96,0.4967
S2,833,98.33,0.859,64.15,81.85,1,74.46,1,86.72,0.313
S2,325,99.55,0.972,85.42,86.27,1,91.77,1,87.28,0.6452
S2,152,97.23,0.884,78.15,78.18,1,76.54,1,82.79,0.7689
S2,966,98.07,0.839,68.31,95.84,1,59.2,4,90.84,0.3037
S2,599,99.7,0.95,91.13,76.17,0,59.29,4,84.61,0.3711
S2,605,97.35,0.867,78.96,96.32,0,75.07,2,92.97,0.5115
S2,953,97.93,0.842,88.68,75.37,0,60.09,2,73.56,0.1567
S2,463,99.34,0.805,96.82,81.1,1,89.56,1,92.97,0.66
S2,379,98.63,0.994,74.14,93.37,1,93.69,1,87.16,0.7461
S2,692,99.5,0.893,95.92,84.78,1,58.06,4,72.51,0.4133
S2,813,97.33,0.832,68.01,77.12,1,71.95,5,77.44,0.3743
S2,257,99.76,0.952,68.89,89.9,0,87.51,4,74.88,0.6746
S2,731,99.8,0.978,86.55,73.83,1,54.18,3,95.69,0.4634
S2,158,97.47,0.906,64.11,76.46,1,79.71,1,92.51,0.7422
S2,826,97.1,0.806,78.19,77.7,1,77.51,4,80.08,0.3288
S2,227,99.97,0.873,68.55,87.53,0,88.86,2,96.81,0.7769
S2,835,98.45,0.849,82.83,86.57,1,97.64,4,93.73,0.4681
S2,820,98.72,0.927,92.27,85.59,1,74.34,3,72.23,0.2865
S2,981,98.85,0.904,61.7,72.92,0,64.09,3,98.98,0.2936
S2,214,99.37,0.871,76.53,93.4,1,52.38,1,98.1,0.7007
S2,308,99.44,0.93,89.23,73.95,1,91.05,1,86.22,0.7177
S2,625,97.58,0.917,73.69,98.16,1,58.87,3,90.24,0.4797
S2,620,97.71,0.981,61.67,71.96,1,92.68,2,85.88,0.5679
S2,651,99.63,0.919,83.66,96.4,1,80.81,5,82.95,0.5604
S2,336,99.46,0.902,64.81,78.93,1,58.51,2,75.77,0.5515
S2,380,98.85,0.965,74.8,90.99,0,73.95,1,92.24,0.6191
S2,458,99.98,0.84,99.62,80.0,1,81.77,1,73.51,0.541
S2,300,99.21,0.849,75.92,91.6,0,80.43,4,91.36,0.6329
S2,857,97.65,0.957,93.71,84.43,0,50.96,5,90.21,0.2589
S2,377,99.54,0.888,94.39,85.8,1,79.43,5,99.58,0.7004
S2,334,98.24,0.882,70.51,91.49,1,95.51,2,76.85,0.6794
S2,593,97.11,0.977,83.82,74.01,1,81.57,2,88.16,0.655
S2,103,97.96,0.922,97.9,77.99,1,78.42,4,75.64,0.8308
S2,765,99.29,0.961,84.25,95.22,0,87.81,1,89.92,0.5868
S2,541,99.88,0.962,92.53,93.69,1,76.17,2,85.46,0.6088
S2,128,97.83,0.824,78.5,99.71,1,87.13,4,80.26,0.8625
S2,208,97.74,0.931,88.77,70.69,0,58.69,3,89.46,0.5548
S2,709,98.69,0.991,60.87,74.27,1,96.01,3,87.06,0.6258
S2,826,99.44,0.896,91.5,80.12,1,71.75,4,92.53,0.3865
S2,904,99.24,0.946,86.87,90.8,1,69.13,3,71.01,0.289
S2,174,98.68,0.913,74.35,79.47,1,87.25,3,95.13,0.9019
S2,937,98.89,0.841,76.68,80.38,1,79.34,3,98.45,0.3631
S2,245,97.73,0.839,73.06,76.82,1,62.11,1,74.95,0.5197
S2,227,98.3,0.887,80.97,97.29,1,63.55,4,76.73,0.8059
S2,952,97.77,0.897,64.35,86.43,1,81.87,5,85.2,0.3054
S2,141,99.65,0.901,93.8,74.79,1,69.53,1,91.15,0.7506
S2,455,97.34,0.991,79.12,87.47,0,70.59,2,83.87,0.5561
S2,140,99.04,0.82,61.72,74.79,1,83.75,3,83.85,0.7551
S2,133,97.78,0.876,82.12,78.16,1,80.89,3,99.95,0.8383
S2,116,98.43,0.903,97.22,90.88,0,58.43,1,80.63,0.5728
S2,776,97.9,0.993,63.5,92.75,1,94.07,3,87.89,0.4727
S2,252,97.97,0.901,64.93,82.99,1,66.42,2,94.65,0.7134
S2,477,97.78,0.955,75.49,75.02,1,83.5,2,75.59,0.5276
S2,687,99.26,0.95,89.42,76.35,1,96.17,3,98.65,0.5532
S2,698,98.1,0.913,84.18,86.19,1,71.99,5,75.61,0.4405
S2,728,99.18,0.826,78.32,87.67,1,74.58,4,85.7,0.5226
S2,973,98.37,0.844,99.71,96.06,0,83.75,3,87.06,0.3104
S2,441,98.64,0.848,67.43,78.04,1,66.43,1,88.3,0.5673
S2,126,98.63,0.808,92.87,88.36,1,67.67,4,73.74,0.7893
S2,924,99.93,0.876,64.95,70.08,0,79.57,4,72.84,0.2605
S2,386,98.1,0.922,67.18,84.14,0,65.7,2,76.59,0.47
S2,745,97.62,0.829,71.82,81.94,1,65.66,3,89.92,0.3989
S2,830,99.74,0.835,94.92,73.6,1,90.07,1,70.97,0.4933
S2,267,97.52,0.941,77.77,96.74,0,51.68,1,89.53,0.5847
S2,709,99.5,0.834,75.83,73.24,1,51.29,4,77.75,0.294
S2,367,97.45,0.827,79.63,77.96,0,64.73,4,73.19,0.4688
S2,848,98.98,0.996,85.24,92.02,1,84.49,1,81.35,0.4491
S2,920,97.45,0.803,76.94,75.42,1,65.28,3,83.95,0.2571
S2,554,99.77,0.865,98.5,72.3,1,81.46,3,77.79,0.563
S2,784,98.7,0.807,65.41,99.08,0,64.31,3,94.32,0.3119
S2,500,97.99,0.968,79.03,78.81,0,51.53,4,83.74,0.5063
S2,575,97.42,0.917,76.62,71.82,1,86.37,5,80.39,0.5434
S2,801,98.11,0.81,87.71,74.23,1,77.16,5,98.25,0.4303
S2,733,99.12,0.923,98.52,76.67,0,82.21,3,77.2,0.384
S2,657,98.15,0.825,71.54,98.75,0,58.86,4,77.23,0.2149
S2,675,97.74,0.899,98.21,70.48,1,80.87,4,98.49,0.5822
S2,229,98.73,0.934,93.11,93.78,0,90.45,4,92.06,0.7433
S2,921,98.25,0.83,92.42,93.43,1,57.02,4,72.6,0.2362
S2,462,97.5,0.899,62.92,84.99,1,64.15,5,87.45,0.4875
S2,804,97.46,0.891,97.62,97.99,1,89.59,5,85.79,0.5087
S2,918,99.12,0.983,93.56,70.4,1,82.19,3,78.11,0.3882
S2,792,99.92,0.999,87.38,84.86,1,59.41,4,97.72,0.4259
S2,391,97.7,0.931,65.11,77.6,1,63.59,5,88.87,0.5843
S2,470,99.32,0.971,76.8,92.86,1,95.26,2,88.57,0.7332
S2,893,97.26,0.929,93.61,75.2,0,68.89,1,99.55,0.294
S2,128,98.14,0.975,77.5,96.25,0,54.64,2,93.12,0.7224
S2,248,98.52,0.887,77.46,82.16,1,83.17,2,83.51,0.7118
S2,878,97.81,0.922,70.81,74.08,0,70.08,2,85.81,0.2867
S2,395,98.59,0.969,62.05,71.04,1,86.57,2,83.14,0.6006
S2,110,99.65,0.984,80.52,90.68,0,55.64,2,97.78,0.7003
S2,611,99.83,0.805,90.98,97.85,0,65.37,5,98.85,0.5881
S2,775,97.3,0.821,65.84,99.1,1,69.64,3,96.64,0.4103
S2,212,97.82,0.986,95.75,96.23,0,78.73,1,70.05,0.6398
S2,286,99.94,0.914,82.21,81.69,0,59.25,5,97.04,0.5575
S2,906,97.81,0.998,92.49,97.18,0,66.09,3,73.53,0.3087
S2,843,99.08,0.959,86.68,89.31,1,88.29,2,85.51,0.4658
S2,326,97.76,0.964,65.4,71.9,0,59.44,2,72.2,0.5021
S2,409,98.07,0.877,96.26,75.13,0,69.0,5,81.4,0.5247
S2,197,97.57,0.852,88.73,81.55,0,69.58,5,70.94,0.5671
S2,154,99.57,0.92,61.42,79.19,1,60.39,3,94.14,0.7724
S2,722,99.65,0.976,83.2,80.08,1,93.63,2,88.35,0.5534
S2,763,97.89,0.945,79.21,92.05,0,75.74,1,71.9,0.4068
S2,857,99.47,0.894,94.37,71.77,1,69.3,5,82.17,0.4629
S2,505,98.07,0.951,64.91,88.17,1,88.9,3,95.0,0.7383
S2,168,97.3,0.938,83.63,80.1,1,51.84,1,87.99,0.7538
S2,411,99.27,0.983,72.41,96.47,0,99.91,1,87.45,0.6911
S2,388,98.79,0.853,69.82,71.72,0,98.05,1,83.83,0.5597
S2,861,97.82,0.824,60.9,99.15,1,54.38,5,84.25,0.3485
S2,647,97.76,0.894,73.29,72.43,1,94.41,3,96.85,0.6535
S2,850,99.93,0.872,75.84,83.03,0,65.53,2,87.95,0.2826
S2,247,99.59,0.995,77.91,95.71,0,55.23,2,97.2,0.6681
S2,566,99.43,0.802,89.39,79.66,1,78.51,3,93.69,0.5457
S2,838,97.38,0.987,76.14,95.5,0,93.43,5,93.24,0.4661
S2,343,99.27,0.991,67.81,98.9,1,57.98,5,94.28,0.6805
S2,590,97.64,0.81,75.93,73.68,1,98.51,1,96.05,0.6187
S2,948,99.93,0.978,62.78,84.32,0,64.57,3,72.98,0.2233
S2,606,97.16,0.894,98.88,76.92,0,78.48,5,76.39,0.4661
S2,464,98.06,0.953,62.65,93.01,1,83.26,1,81.74,0.5943
S2,581,98.29,0.816,68.08,73.24,1,67.54,4,83.26,0.3945
S2,300,99.47,0.991,77.12,93.24,0,93.9,2,71.64,0.685
S2,253,99.3,0.922,97.34,90.26,1,99.62,2,81.54,0.7983
S2,549,98.12,0.98,67.15,88.94,1,70.42,4,86.11,0.5842
S2,600,98.7,0.935,75.99,83.03,0,57.26,4,97.0,0.4555
S2,172,99.51,0.907,99.57,85.05,1,94.23,2,79.89,0.7331
S2,812,97.05,0.834,84.08,73.01,1,76.3,5,92.68,0.4204
S2,395,99.41,0.836,84.58,78.1,1,87.01,2,96.7,0.5981
S2,116,99.84,0.895,98.97,97.4,1,67.91,5,78.54,0.8284
S2,740,97.1,0.974,80.24,83.26,1,55.67,2,86.06,0.4603
S2,316,97.14,0.823,60.1,82.09,1,92.96,1,89.92,0.7604
S2,160,98.03,1.0,61.24,71.42,1,74.15,5,86.56,0.7659
S2,715,97.26,0.975,87.26,96.53,1,55.45,1,78.22,0.3934
S2,141,98.44,0.879,68.46,92.6,1,59.37,1,83.45,0.6425
S2,124,99.19,0.851,79.14,72.75,1,87.08,1,70.45,0.6854
S2,138,98.7,0.984,82.05,74.51,0,93.79,1,96.79,0.8896
S2,902,97.59,0.825,86.69,73.71,0,63.86,2,84.71,0.1812
S2,230,98.96,0.869,63.35,89.6,0,64.02,4,86.06,0.6013
S2,597,99.05,0.817,90.4,74.77,0,55.08,3,98.53,0.4675
S2,328,99.8,0.991,96.81,99.85,1,70.94,1,94.07,0.8428
S2,207,97.44,0.924,70.23,87.21,1,94.57,2,83.15,0.6975
S2,271,99.08,0.867,75.22,96.1,1,58.22,3,75.55,0.654
S2,534,99.73,0.855,89.75,91.9,1,88.96,2,87.61,0.6225
S2,577,98.5,0.889,69.94,70.73,0,60.94,1,92.69,0.3614
S2,201,98.09,0.818,81.69,82.63,0,60.13,2,83.77,0.6378
S2,965,97.51,0.978,86.4,80.85,1,50.75,3,80.46,0.2533
S2,623,99.6,0.902,95.17,98.57,1,83.49,4,93.88,0.5704
S2,374,98.18,0.945,73.81,80.15,1,69.34,1,70.32,0.6143
S2,712,99.77,0.847,79.71,90.62,1,98.69,1,72.22,0.4299
S2,143,99.54,0.901,67.38,87.68,1,52.58,1,90.1,0.7382
S2,916,98.13,0.842,72.3,92.1,0,53.3,2,72.75,0.1626
S2,116,98.72,0.963,63.8,71.84,1,64.22,5,89.26,0.7391
S2,429,97.08,0.955,67.91,97.92,1,76.89,1,74.24,0.5621
S2,668,97.79,0.83,73.85,99.79,0,87.42,1,92.87,0.5247
S2,922,99.13,0.815,76.97,86.63,1,65.15,2,79.36,0.2414
